subjects,n3_1,n3_2,n3_3,n3_4,n3_5,n3_6,n3_7,n3_8,n3_9,n3_10,n3_11,n3_12,n6_1,n6_2,n6_3,n6_4,n6_5,n6_6,n6_7,n6_8,n6_9,n6_10,n6_11,n6_12,test3_1,test3_2,test3_3,test3_4,test3_5,test3_6,test3_7,test3_8,test3_9,test3_10,test3_11,test3_12,test6_1,test6_2,test6_3,test6_4,test6_5,test6_6,test6_7,test6_8,test6_9,test6_10,test6_11,test6_12
71772b,0.75,0.5833333333,0.6666666667,1,0.9166666667,1,0.9166666667,1,0.9166666667,1,0.9166666667,0.8333333333,0.3333333333,0.6666666667,0.6111111111,0.5555555556,0.7222222222,0.7777777778,0.8888888889,0.8888888889,0.9444444444,0.8333333333,0.8888888889,0.9444444444,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
a5f11e,0.5833333333,0.5833333333,0.75,0.75,0.6666666667,0.75,0.8333333333,0.8333333333,0.75,0.6666666667,0.8333333333,0.75,0.1111111111,0.1666666667,0.3333333333,0.3888888889,0.3888888889,0.3333333333,0.3333333333,0.2777777778,0.5555555556,0.4444444444,0.5,0.5555555556,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222
78af73,0.6666666667,0.8333333333,0.6666666667,0.5833333333,0.75,0.75,0.75,0.6666666667,0.75,0.75,0.75,0.8333333333,0.2777777778,0.5555555556,0.5,0.5,0.3333333333,0.5,0.3888888889,0.3888888889,0.6111111111,0.5,0.6666666667,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
302d47,0.3333333333,0.4166666667,0.75,1,1,1,0.9166666667,0.9166666667,0.9166666667,1,1,1,0.3333333333,0.5,0.4444444444,0.6111111111,0.6666666667,0.8888888889,0.8888888889,0.8333333333,0.8888888889,0.8888888889,1,1,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
fe0f78,0.5833333333,0.75,0.8333333333,0.9166666667,0.6666666667,0.6666666667,0.8333333333,0.75,0.9166666667,0.9166666667,0.75,0.8333333333,0.3888888889,0.3888888889,0.2777777778,0.5555555556,0.7222222222,0.4444444444,0.2777777778,0.5555555556,0.4444444444,0.5555555556,0.6111111111,0.6111111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444
20d7af,0.4166666667,0.5833333333,0.6666666667,0.75,0.9166666667,0.9166666667,0.6666666667,0.9166666667,0.75,0.9166666667,0.75,0.9166666667,0.2222222222,0.2777777778,0.2777777778,0.2777777778,0.2222222222,0.4444444444,0.5,0.5,0.4444444444,0.5555555556,0.4444444444,0.5,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556
f99203,0.4166666667,0.5833333333,0.8333333333,0.8333333333,0.75,0.9166666667,0.9166666667,1,0.9166666667,1,0.75,1,0.2777777778,0.5,0.5555555556,0.7222222222,0.7222222222,0.8888888889,0.8888888889,1,0.8888888889,0.9444444444,0.9444444444,1,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889
67f835,0.5833333333,0.5833333333,0.8333333333,0.5,0.5833333333,0.9166666667,0.6666666667,0.5833333333,1,1,1,0.9166666667,0.3888888889,0.1666666667,0.3888888889,0.4444444444,0.5555555556,0.8333333333,0.6666666667,0.7777777778,0.6111111111,0.7222222222,0.8888888889,0.8333333333,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111
18d1db,0.3333333333,0.75,0.8333333333,0.9166666667,0.9166666667,0.9166666667,1,0.9166666667,0.9166666667,0.9166666667,1,1,0.2777777778,0.5,0.8333333333,0.6666666667,0.7222222222,0.7777777778,0.7222222222,0.7777777778,0.7777777778,0.7777777778,0.8333333333,0.8333333333,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333
48cd65,0.5,0.5,0.75,0.6666666667,0.6666666667,0.6666666667,0.5833333333,0.6666666667,0.75,0.6666666667,0.6666666667,0.75,0.1666666667,0.5,0.6111111111,0.4444444444,0.3888888889,0.4444444444,0.5,0.5,0.5555555556,0.5555555556,0.6666666667,0.5,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889
fc5087,0.5833333333,0.6666666667,0.5833333333,0.8333333333,0.9166666667,0.9166666667,0.8333333333,0.9166666667,0.9166666667,0.9166666667,0.8333333333,0.8333333333,0.3333333333,0.2777777778,0.3888888889,0.5,0.5555555556,0.7222222222,0.7222222222,0.7222222222,0.6111111111,0.7222222222,0.7222222222,0.5555555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444
c5ba6e,0.3333333333,0.5833333333,0.8333333333,0.5833333333,0.75,0.9166666667,0.9166666667,0.8333333333,1,0.9166666667,0.9166666667,1,0.1666666667,0.3333333333,0.3333333333,0.5555555556,0.4444444444,0.6111111111,0.6666666667,0.6111111111,0.5,0.6666666667,0.7777777778,0.7777777778,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
85efcf,0.4166666667,0.5833333333,0.75,0.8333333333,0.75,0.8333333333,0.8333333333,0.9166666667,0.75,0.8333333333,0.9166666667,0.8333333333,0.3888888889,0.3333333333,0.4444444444,0.4444444444,0.5555555556,0.5,0.5555555556,0.5555555556,0.5555555556,0.6666666667,0.7777777778,0.6666666667,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
188b9c,0.75,0.9166666667,0.9166666667,0.8333333333,1,1,1,0.9166666667,0.8333333333,0.9166666667,1,1,0.3333333333,0.5,0.6111111111,0.8888888889,0.8333333333,0.8333333333,0.8333333333,0.8888888889,0.9444444444,0.8888888889,0.8888888889,1,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111
472e6c,0.8333333333,0.5,0.6666666667,0.6666666667,0.8333333333,0.75,0.75,0.75,0.75,0.6666666667,0.5833333333,0.75,0.5,0.5555555556,0.5,0.4444444444,0.4444444444,0.3333333333,0.3888888889,0.6666666667,0.3888888889,0.5555555556,0.6111111111,0.8333333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
31d533,0.3333333333,0.75,0.75,0.75,0.9166666667,0.6666666667,0.75,0.6666666667,0.9166666667,0.75,0.9166666667,0.8333333333,0.3333333333,0.5,0.7222222222,0.7222222222,0.7777777778,0.5,0.7777777778,0.7222222222,0.7777777778,0.7777777778,0.8888888889,0.8333333333,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667
6b92d2,0.4166666667,0.5833333333,0.3333333333,0.75,0.6666666667,0.75,0.75,0.9166666667,0.8333333333,0.9166666667,1,0.8333333333,0.4444444444,0.5,0.4444444444,0.5,0.7222222222,0.5555555556,0.4444444444,0.6111111111,0.4444444444,0.5555555556,0.7222222222,0.6111111111,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.1111111111
b40cc5,0.1666666667,0.5833333333,0.6666666667,0.5833333333,0.6666666667,0.5,0.6666666667,0.9166666667,0.6666666667,0.9166666667,0.5833333333,0.5833333333,0.2222222222,0.3333333333,0.3888888889,0.5,0.4444444444,0.4444444444,0.5,0.3888888889,0.3888888889,0.3333333333,0.5,0.5555555556,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
e3d9a1,0.5,0.8333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.9166666667,0.8333333333,0.75,0.75,0.9166666667,0.2777777778,0.3333333333,0.2777777778,0.2777777778,0.4444444444,0.3888888889,0.2222222222,0.3888888889,0.5,0.5,0.3333333333,0.4444444444,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222
ff6e08,0.3333333333,0.75,0.6666666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,1,0.9166666667,1,0.8333333333,1,0.3888888889,0.3333333333,0.6111111111,0.4444444444,0.5,0.6111111111,0.6111111111,0.5555555556,0.7222222222,0.6111111111,0.8333333333,0.8888888889,1,1,1,1,1,1,1,1,1,1,1,1,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778
a6dcdb,0.5,0.5,0.75,1,0.9166666667,0.9166666667,1,1,0.8333333333,0.9166666667,0.9166666667,1,0.2222222222,0.3333333333,0.3333333333,0.6111111111,0.6111111111,0.8333333333,0.7777777778,0.8888888889,0.8888888889,1,1,1,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889
66c8f5,0.25,0.5833333333,0.6666666667,0.75,0.6666666667,0.5833333333,0.75,0.75,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.2777777778,0.3333333333,0.3888888889,0.4444444444,0.7222222222,0.4444444444,0.5,0.5555555556,0.5555555556,0.7222222222,0.6666666667,0.6111111111,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.6388888889,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556,0.4305555556
a21185,0.75,0.75,0.8333333333,0.9166666667,1,0.75,0.8333333333,1,1,0.9166666667,0.9166666667,0.9166666667,0.3333333333,0.4444444444,0.4444444444,0.4444444444,0.5555555556,0.6111111111,0.6666666667,0.7777777778,0.7777777778,0.8888888889,0.8888888889,0.8888888889,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111
5f8aa5,0.5,0.5833333333,0.6666666667,0.6666666667,0.75,0.9166666667,0.75,0.9166666667,0.8333333333,1,0.75,1,0.2777777778,0.4444444444,0.4444444444,0.7222222222,0.5555555556,0.5555555556,0.4444444444,0.6111111111,0.5,0.7222222222,0.9444444444,0.8333333333,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889,0.5138888889
dc3659,0.4166666667,0.5,0.75,0.5833333333,0.6666666667,0.9166666667,0.6666666667,0.75,0.8333333333,0.9166666667,0.8333333333,0.8333333333,0.3333333333,0.3888888889,0.7222222222,0.5555555556,0.4444444444,0.8888888889,0.6666666667,0.6666666667,1,0.8888888889,0.8888888889,0.8888888889,1,1,1,1,1,1,1,1,1,1,1,1,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222
4e1ef7,0.25,0.4166666667,0.9166666667,0.5833333333,0.8333333333,0.75,0.6666666667,0.6666666667,0.9166666667,0.9166666667,0.8333333333,1,0.2777777778,0.3333333333,0.6111111111,0.6111111111,0.3333333333,0.6111111111,0.6111111111,0.5,0.4444444444,0.5555555556,0.6666666667,0.7222222222,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
e5a836,0.5,0.75,0.75,0.8333333333,0.9166666667,0.8333333333,0.75,0.9166666667,0.6666666667,0.9166666667,1,0.8333333333,0.3888888889,0.3888888889,0.5555555556,0.3333333333,0.5,0.4444444444,0.6666666667,0.4444444444,0.7222222222,0.6666666667,0.7222222222,0.7222222222,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
894d05,0.25,0.75,0.75,0.6666666667,0.75,0.8333333333,0.8333333333,1,0.8333333333,1,0.9166666667,1,0.2777777778,0.3333333333,0.2777777778,0.4444444444,0.3888888889,0.6666666667,0.5,0.5555555556,0.6666666667,0.6111111111,0.6111111111,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778,0.5277777778
f9dd69,0.5,0.75,0.6666666667,0.5,0.75,0.6666666667,0.75,0.5,0.75,0.9166666667,0.8333333333,0.8333333333,0.2777777778,0.4444444444,0.2777777778,0.5,0.4444444444,0.5555555556,0.5,0.5,0.5,0.4444444444,0.3333333333,0.3888888889,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667
7e1f2b,0.5,0.4166666667,0.9166666667,0.6666666667,0.9166666667,0.75,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.8333333333,0.9166666667,0.4444444444,0.5,0.5555555556,0.5,0.7777777778,0.5,0.5555555556,0.7222222222,0.7222222222,0.6666666667,0.7222222222,0.6666666667,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
41ffa3,0.3333333333,0.25,0.0833333333,0.3333333333,0.4166666667,0.5,0.4166666667,0.5833333333,0.1666666667,0.3333333333,0.5833333333,0.5833333333,0.2777777778,0.1111111111,0.3888888889,0.3333333333,0.3333333333,0.3888888889,0.2777777778,0.4444444444,0.2777777778,0.2777777778,0.3888888889,0.4444444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333
5952ce,0.5833333333,0.6666666667,0.6666666667,0.75,0.75,0.9166666667,1,1,0.9166666667,0.8333333333,0.8333333333,1,0.2222222222,0.3333333333,0.3333333333,0.5,0.3888888889,0.5555555556,0.3333333333,0.3888888889,0.3333333333,0.4444444444,0.4444444444,0.4444444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556
0a9f0e,0.5833333333,0.8333333333,0.6666666667,0.6666666667,0.9166666667,0.8333333333,0.9166666667,0.8333333333,0.8333333333,1,0.8333333333,0.6666666667,0.4444444444,0.7222222222,0.6666666667,0.8888888889,0.8888888889,0.9444444444,0.8888888889,0.8333333333,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889
896453,0.4166666667,0.5,0.75,0.75,0.9166666667,0.9166666667,0.75,0.75,0.9166666667,0.6666666667,0.8333333333,0.4166666667,0.3333333333,0.3888888889,0.3333333333,0.5,0.5555555556,0.7777777778,0.6666666667,0.7777777778,0.7222222222,0.6666666667,0.6666666667,0.6111111111,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333
0dbe89,0.5,0.75,0.75,0.9166666667,0.75,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.75,0.8333333333,0.8333333333,0.2222222222,0.4444444444,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.7222222222,0.5555555556,0.6666666667,0.6111111111,0.8888888889,0.7777777778,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111
efea8f,0.25,0.25,0.6666666667,0.5833333333,0.5,0.5833333333,0.75,0.6666666667,0.8333333333,0.8333333333,1,0.5833333333,0.4444444444,0.5,0.6111111111,0.6111111111,0.7222222222,0.7222222222,0.7222222222,0.7777777778,0.6111111111,0.5,0.5555555556,0.6111111111,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778
18d39a,0.3333333333,0.3333333333,0.5,0.5,0.75,0.8333333333,0.75,0.9166666667,0.6666666667,0.8333333333,0.8333333333,0.75,0.2777777778,0.3888888889,0.6666666667,0.6111111111,0.6111111111,0.7777777778,0.7777777778,0.7777777778,0.8333333333,0.8333333333,0.7777777778,0.8333333333,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444,0.8194444444
734b7b,0.5,0.75,0.75,0.5,0.75,0.75,0.8333333333,0.5,0.75,0.8333333333,1,0.8333333333,0.3333333333,0.3888888889,0.5,0.5,0.5,0.5555555556,0.6111111111,0.7222222222,0.7222222222,0.6111111111,0.6666666667,0.5555555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778
6aa1d5,0.4166666667,0.5833333333,0.5833333333,0.6666666667,0.6666666667,0.5833333333,0.6666666667,0.75,0.8333333333,0.75,0.75,0.8333333333,0.4444444444,0.5,0.5555555556,0.7222222222,0.5555555556,0.5555555556,0.6666666667,0.6666666667,0.7222222222,0.7222222222,0.7222222222,0.8888888889,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111
b3b422,0.4166666667,0.5,0.75,0.6666666667,0.75,0.8333333333,0.8333333333,0.8333333333,0.75,0.9166666667,0.9166666667,1,0.3888888889,0.7222222222,0.8333333333,0.8333333333,0.7777777778,0.8888888889,0.9444444444,0.8888888889,0.8888888889,0.8333333333,0.8888888889,0.8888888889,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111
5aa0e7,0.0833333333,0.4166666667,0.6666666667,0.6666666667,0.75,0.75,0.9166666667,0.6666666667,0.8333333333,0.6666666667,0.5,0.5833333333,0.2777777778,0.4444444444,0.3333333333,0.3888888889,0.3333333333,0.5555555556,0.6111111111,0.6111111111,0.6111111111,0.6666666667,0.6666666667,0.5555555556,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4166666667
db9b06,0.25,0.5833333333,0.6666666667,0.5833333333,0.5833333333,0.8333333333,0.9166666667,0.75,0.75,0.75,0.75,0.9166666667,0.2777777778,0.5,0.6111111111,0.4444444444,0.6666666667,0.6666666667,0.7222222222,0.5,0.6111111111,0.8333333333,0.7777777778,0.7222222222,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556
127594,0.4166666667,0.3333333333,0.6666666667,0.5,0.4166666667,0.4166666667,0.4166666667,0.5833333333,0.9166666667,0.75,0.9166666667,0.75,0.2777777778,0.4444444444,0.5,0.6111111111,0.5555555556,0.5,0.6666666667,0.7222222222,0.6666666667,0.5555555556,0.5555555556,0.5555555556,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111
a65925,0.5833333333,0.9166666667,0.9166666667,0.6666666667,0.8333333333,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,1,1,0.3888888889,0.5555555556,0.6666666667,0.6111111111,0.6111111111,0.6666666667,0.5,0.6111111111,0.7777777778,0.8333333333,0.6666666667,0.7222222222,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556
